Tue Nov 12 19:57:45 2024 | Configuração lida com sucesso.
Tue Nov 12 19:57:50 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:11 2024 | Cliente desconectado.
Tue Nov 12 20:06:38 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:42 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:45 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:48 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:50 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:52 2024 | Configuração lida com sucesso.
Tue Nov 12 20:06:54 2024 | Configuração lida com sucesso.
Tue Nov 12 20:08:52 2024 | Cliente desconectado.
Tue Nov 12 20:09:11 2024 | Configuração lida com sucesso.
Tue Nov 12 20:09:15 2024 | Configuração lida com sucesso.
Tue Nov 12 20:09:20 2024 | Configuração lida com sucesso.
Tue Nov 12 20:09:25 2024 | Configuração lida com sucesso.
Tue Nov 12 20:15:59 2024 | Configuração lida com sucesso.
Tue Nov 12 20:16:24 2024 | Configuração lida com sucesso.
Tue Nov 12 20:16:31 2024 | Configuração lida com sucesso.
Tue Nov 12 20:16:43 2024 | Configuração lida com sucesso.
Tue Nov 12 20:16:50 2024 | Configuração lida com sucesso.
Tue Nov 12 20:18:24 2024 | Configuração lida com sucesso.
Tue Nov 12 20:18:28 2024 | Configuração lida com sucesso.
Tue Nov 12 20:18:32 2024 | Configuração lida com sucesso.
Thu Nov 14 11:15:56 2024 | Configuração lida com sucesso.
Thu Nov 14 11:16:01 2024 | Configuração lida com sucesso.
Thu Nov 14 11:16:05 2024 | Cliente desconectado.
Thu Nov 14 11:21:58 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:07 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:11 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:15 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:19 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:23 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:26 2024 | Configuração lida com sucesso.
Thu Nov 14 11:22:33 2024 | Cliente desconectado.
Thu Nov 14 11:36:00 2024 | Configuração lida com sucesso.
Thu Nov 14 11:36:04 2024 | Configuração lida com sucesso.
Thu Nov 14 11:36:08 2024 | Configuração lida com sucesso.
Thu Nov 14 11:36:14 2024 | Configuração lida com sucesso.
Thu Nov 14 11:36:17 2024 | Configuração lida com sucesso.
Thu Nov 14 11:37:14 2024 | Configuração lida com sucesso.
Thu Nov 14 11:38:46 2024 | Configuração lida com sucesso.
Thu Nov 14 11:53:49 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:01 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:06 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:10 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:14 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:18 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:23 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:28 2024 | Configuração lida com sucesso.
Thu Nov 14 11:54:31 2024 | Configuração lida com sucesso.
Thu Nov 14 11:56:44 2024 | Cliente desconectado.
Thu Nov 14 11:57:02 2024 | Configuração lida com sucesso.
Thu Nov 14 11:57:05 2024 | Configuração lida com sucesso.
Thu Nov 14 11:57:10 2024 | Configuração lida com sucesso.
Thu Nov 14 11:57:14 2024 | Configuração lida com sucesso.
Thu Nov 14 11:59:51 2024 | Cliente desconectado.
Thu Nov 14 12:00:18 2024 | Configuração lida com sucesso.
Thu Nov 14 12:00:24 2024 | Configuração lida com sucesso.
Thu Nov 14 12:01:43 2024 | Cliente desconectado.
Thu Nov 14 12:02:06 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:09 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:12 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:14 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:16 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:19 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:21 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:23 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:26 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:28 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:30 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:30 2024 | Cliente desconectado.
Thu Nov 14 12:02:38 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:40 2024 | Configuração lida com sucesso.
Thu Nov 14 12:02:43 2024 | Configuração lida com sucesso.
Thu Nov 14 12:04:31 2024 | Configuração lida com sucesso.
Thu Nov 14 12:04:35 2024 | Configuração lida com sucesso.
Thu Nov 14 12:04:40 2024 | Configuração lida com sucesso.
Thu Nov 14 12:04:48 2024 | Configuração lida com sucesso.
Thu Nov 14 15:41:42 2024 | Configuração lida com sucesso.
Thu Nov 14 15:42:11 2024 | Configuração lida com sucesso.
Thu Nov 14 15:44:06 2024 | Configuração lida com sucesso.
Thu Nov 14 15:44:17 2024 | Configuração lida com sucesso.
Thu Nov 14 15:44:20 2024 | Configuração lida com sucesso.
Thu Nov 14 15:44:29 2024 | Configuração lida com sucesso.
Thu Nov 14 15:45:32 2024 | Configuração lida com sucesso.
Thu Nov 14 15:45:39 2024 | Configuração lida com sucesso.
Thu Nov 14 15:45:44 2024 | Configuração lida com sucesso.
Thu Nov 14 15:45:52 2024 | Configuração lida com sucesso.
Thu Nov 14 15:45:57 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:13 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:19 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:33 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:36 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:42 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:46 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:50 2024 | Configuração lida com sucesso.
Thu Nov 14 15:46:57 2024 | Configuração lida com sucesso.
Thu Nov 14 15:49:03 2024 | Configuração lida com sucesso.
Thu Nov 14 15:49:09 2024 | Configuração lida com sucesso.
Thu Nov 14 15:52:39 2024 | Configuração lida com sucesso.
Thu Nov 14 15:52:40 2024 | Configuração lida com sucesso.
Thu Nov 14 15:52:50 2024 | Configuração lida com sucesso.
Thu Nov 14 15:52:55 2024 | Configuração lida com sucesso.
Thu Nov 14 15:53:03 2024 | Configuração lida com sucesso.
Thu Nov 14 15:53:42 2024 | Cliente desconectado.
Thu Nov 14 15:54:45 2024 | Configuração lida com sucesso.
Thu Nov 14 15:54:48 2024 | Configuração lida com sucesso.
Thu Nov 14 15:54:51 2024 | Configuração lida com sucesso.
Thu Nov 14 15:57:41 2024 | Cliente desconectado.
Thu Nov 14 15:58:58 2024 | Configuração lida com sucesso.
Thu Nov 14 15:59:01 2024 | Configuração lida com sucesso.
Thu Nov 14 16:03:30 2024 | Configuração lida com sucesso.
